order_id,user_id,meal_time,day_of_week,day_type,vegetarian,location,payment_method,preferred_cuisine,average_spend,spice_preference,rating,ordered_cuisine,order_amount
O030643,U04383,Lunch,Wednesday,Weekday,No,Mumbai,Cash on Delivery,Indian,185,Medium,4.4,Indian,175
O030644,U02508,Evening Snack,Thursday,Weekday,Yes,Ahmedabad,UPI,Tibetan,150,Mild,4.5,Tibetan,100
O030645,U03939,Breakfast,Thursday,Weekday,Yes,Jaipur,UPI,Turkish,190,Medium,4.1,Turkish,150
O030646,U00432,Lunch,Sunday,Weekend,Yes,Pune,Credit Card,Ice Cream,175,Medium,4.2,Ice Cream,205
O030647,U02211,Evening Snack,Thursday,Weekday,Yes,Bengaluru,Credit Card,Chinese,175,Medium,4.5,Chinese,135
O030648,U03642,Dinner,Sunday,Weekend,Yes,Pune,Wallet,North Indian,205,Medium,4.8,North Indian,235
O030649,U02443,Dinner,Wednesday,Weekday,No,Mumbai,UPI,Afghani,130,Mild,3.8,Afghani,185
O030650,U03741,Breakfast,Thursday,Weekday,No,Bengaluru,UPI,Bakery,160,Mild,3.5,Middle Eastern,120
O030651,U02089,Breakfast,Friday,Weekday,No,Jaipur,Wallet,Sweets,205,Mild,4.8,Sweets,145
O030652,U01399,Breakfast,Saturday,Weekend,Yes,Jaipur,UPI,Sweets,150,Mild,4.1,Sweets,95
O030653,U01481,Lunch,Friday,Weekday,Yes,Bengaluru,UPI,Rajasthani,110,Mild,3.2,Rajasthani,115
O030654,U00365,Lunch,Saturday,Weekend,Yes,Hyderabad,Credit Card,Indian,175,Medium,4.1,Indian,175
O030655,U02656,Dinner,Monday,Weekday,No,Chennai,UPI,Maharashtrian,210,Hot,4.3,Indian,270
O030656,U03637,Evening Snack,Saturday,Weekend,No,Kolkata,UPI,Mediterranean,350,Medium,3.9,Mediterranean,210
O030657,U00513,Evening Snack,Sunday,Weekend,No,Mumbai,Wallet,Bakery,150,Mild,4,Bakery,125
O030658,U02102,Dinner,Tuesday,Weekday,Yes,Pune,Wallet,Chinese,185,Medium,4.4,Chinese,175
O030659,U02979,Lunch,Saturday,Weekend,No,Jaipur,Credit Card,Chinese,175,Mild,4.6,Chinese,160
O030660,U01002,Breakfast,Thursday,Weekday,Yes,Pune,UPI,Coastal,115,Hot,4.2,Coastal,80
O030661,U03303,Lunch,Monday,Weekday,No,Mumbai,UPI,Bihari,125,Medium,4.7,Bihari,110
O030662,U01490,Dinner,Thursday,Weekday,No,Lucknow,UPI,French,200,Medium,4.4,French,230
O030663,U03535,Breakfast,Monday,Weekday,No,Hyderabad,Credit Card,Indian,125,Mild,4.7,Indian,125
O030664,U02018,Lunch,Wednesday,Weekday,No,Ahmedabad,UPI,Italian,150,Hot,5,Italian,115
O030665,U01148,Lunch,Sunday,Weekend,No,Ahmedabad,UPI,Juices,140,Mild,4,Juices,125
O030666,U04565,Evening Snack,Thursday,Weekday,No,Hyderabad,UPI,North Indian,195,Medium,4.5,North Indian,140
O030667,U00268,Lunch,Tuesday,Weekday,Yes,Ahmedabad,UPI,Juices,90,Mild,4.1,Juices,75
O030668,U03231,Breakfast,Friday,Weekday,Yes,Bengaluru,Credit Card,Andhra,250,Hot,3.9,Andhra,220
O030669,U04746,Dinner,Saturday,Weekend,Yes,Chennai,UPI,Pan-Asian,265,Hot,4.8,Pan-Asian,290
O030670,U02089,Breakfast,Monday,Weekday,No,Jaipur,Credit Card,Sweets,205,Mild,4.4,Sweets,145
O030671,U01603,Lunch,Wednesday,Weekday,No,Mumbai,UPI,Italian,205,Medium,4.7,Italian,270
O030672,U04161,Dinner,Wednesday,Weekday,Yes,Bengaluru,UPI,Bakery,245,Mild,4.4,Bakery,350
O030673,U04455,Lunch,Sunday,Weekend,Yes,Hyderabad,Credit Card,Oriental,385,Mild,4.4,Oriental,370
O030674,U01169,Breakfast,Friday,Weekday,Yes,Jaipur,UPI,Home Food,160,Hot,5,Home Food,115
O030675,U03057,Lunch,Thursday,Weekday,Yes,Kolkata,UPI,North Indian,225,Medium,3.8,North Indian,210
O030676,U01108,Evening Snack,Saturday,Weekend,Yes,Ahmedabad,UPI,Rajasthani,130,Medium,4.7,Rajasthani,90
O030677,U00384,Evening Snack,Thursday,Weekday,Yes,Delhi,UPI,Grill,260,Mild,3.4,Biryani,205
O030678,U03037,Lunch,Wednesday,Weekday,Yes,Kolkata,UPI,Indian,220,Medium,4.2,Indian,170
O030679,U03302,Lunch,Saturday,Weekend,No,Pune,UPI,Steakhouse,290,Mild,4.9,Steakhouse,360
O030680,U04628,Dinner,Tuesday,Weekday,No,Ahmedabad,Credit Card,Indian,165,Medium,4.5,Indian,235
O030681,U02524,Dinner,Thursday,Weekday,Yes,Delhi,UPI,Desserts,160,Mild,4.3,Desserts,185
O030682,U01898,Dinner,Tuesday,Weekday,Yes,Ahmedabad,Wallet,Pizzas,205,Medium,4.1,Pizzas,215
O030683,U03278,Breakfast,Friday,Weekday,Yes,Ahmedabad,UPI,Mexican,220,Medium,5,Mexican,145
O030684,U02750,Lunch,Wednesday,Weekday,Yes,Lucknow,UPI,Chinese,180,Medium,4.3,Chinese,165
O030685,U03331,Dinner,Friday,Weekday,No,Bengaluru,Cash on Delivery,Chinese,195,Medium,4,Chinese,240
O030686,U00919,Dinner,Tuesday,Weekday,Yes,Jaipur,UPI,Snacks,140,Hot,5,Snacks,145
O030687,U04055,Lunch,Tuesday,Weekday,No,Hyderabad,UPI,Cafe,150,Medium,4.3,Snacks,170
O030688,U01041,Dinner,Friday,Weekday,No,Bengaluru,Credit Card,North Indian,255,Medium,3.1,Fast Food,310
O030689,U01370,Dinner,Saturday,Weekend,Yes,Lucknow,Credit Card,Beverages,145,Mild,3.9,Beverages,190
O030690,U04615,Lunch,Friday,Weekday,Yes,Hyderabad,UPI,Andhra,180,Hot,4.5,Andhra,150
O030691,U03443,Lunch,Monday,Weekday,No,Mumbai,UPI,Punjabi,195,Hot,4.5,Punjabi,210
O030692,U04137,Dinner,Friday,Weekday,No,Kolkata,Credit Card,Andhra,255,Hot,3.9,Andhra,315
O030693,U01551,Dinner,Sunday,Weekend,Yes,Bengaluru,UPI,Snacks,105,Medium,4.6,Snacks,155
O030694,U00577,Lunch,Friday,Weekday,No,Kolkata,UPI,Pizzas,210,Medium,4.3,Pizzas,190
O030695,U00959,Dinner,Thursday,Weekday,Yes,Jaipur,UPI,Gujarati,200,Medium,4.4,Gujarati,205
O030696,U04732,Lunch,Tuesday,Weekday,No,Pune,Credit Card,North Indian,205,Hot,4.7,North Indian,165
O030697,U00776,Dinner,Sunday,Weekend,No,Chennai,UPI,Kerala,100,Mild,4.7,Kerala,140
O030698,U02822,Lunch,Sunday,Weekend,Yes,Pune,Wallet,Italian-American,130,Medium,3.8,Italian-American,110
O030699,U02661,Dinner,Friday,Weekday,No,Bengaluru,Wallet,Thalis,155,Hot,3.8,Thalis,255
O030700,U00432,Lunch,Wednesday,Weekday,Yes,Pune,UPI,Ice Cream,175,Medium,4.3,Ice Cream,205
O030701,U03317,Dinner,Sunday,Weekend,Yes,Kolkata,Credit Card,Steakhouse,330,Medium,4.2,Steakhouse,470
O030702,U03297,Dinner,Saturday,Weekend,Yes,Kolkata,Credit Card,Desserts,190,Mild,4,Desserts,320
O030703,U04559,Lunch,Friday,Weekday,No,Jaipur,UPI,Indian,220,Medium,3.9,Indian,215
O030704,U02548,Dinner,Wednesday,Weekday,Yes,Ahmedabad,UPI,Mughlai,250,Hot,4.4,Mughlai,285
O030705,U00083,Dinner,Monday,Weekday,No,Mumbai,Credit Card,Desserts,195,Medium,3.4,Desserts,300
O030706,U02658,Dinner,Monday,Weekday,No,Ahmedabad,UPI,Ice Cream,115,Mild,4.8,Ice Cream,130
O030707,U02991,Lunch,Wednesday,Weekday,Yes,Bengaluru,Credit Card,Fast Food,115,Mild,4.3,Fast Food,105
O030708,U03869,Evening Snack,Monday,Weekday,No,Jaipur,Cash on Delivery,Healthy Food,210,Medium,3.4,Healthy Food,105
O030709,U02641,Lunch,Tuesday,Weekday,Yes,Bengaluru,Wallet,Bakery,310,Mild,5,Bakery,330
O030710,U03864,Dinner,Saturday,Weekend,Yes,Delhi,UPI,Pan-Asian,190,Hot,4.4,Pan-Asian,270
O030711,U02157,Dinner,Saturday,Weekend,No,Kolkata,Credit Card,Snacks,95,Mild,4.7,Snacks,125
O030712,U01062,Evening Snack,Tuesday,Weekday,Yes,Pune,UPI,Home Food,175,Hot,4.5,Home Food,145
O030713,U04982,Dinner,Wednesday,Weekday,Yes,Pune,UPI,Continental,260,Medium,4.3,Continental,300
O030714,U02615,Evening Snack,Tuesday,Weekday,No,Hyderabad,Credit Card,Salads,240,Medium,5,Salads,145
O030715,U00934,Dinner,Sunday,Weekend,No,Delhi,Credit Card,Japanese,385,Hot,5,Japanese,450
O030716,U01160,Dinner,Thursday,Weekday,No,Lucknow,Cash on Delivery,Punjabi,170,Hot,4.4,Punjabi,185
O030717,U02195,Dinner,Saturday,Weekend,No,Hyderabad,UPI,Combo,250,Mild,4.7,Combo,300
O030718,U00499,Dinner,Monday,Weekday,Yes,Jaipur,Cash on Delivery,Chinese,215,Mild,4.3,Chinese,225
O030719,U02061,Lunch,Thursday,Weekday,No,Bengaluru,Wallet,Oriya,180,Medium,5,Oriya,185
O030720,U02221,Dinner,Friday,Weekday,Yes,Bengaluru,UPI,North Indian,165,Mild,3.8,North Indian,210
O030721,U01126,Dinner,Wednesday,Weekday,No,Chennai,Cash on Delivery,Japanese,445,Medium,4.3,Japanese,630
O030722,U01195,Breakfast,Thursday,Weekday,No,Hyderabad,Cash on Delivery,North Indian,210,Hot,3.9,North Indian,170
O030723,U00750,Dinner,Thursday,Weekday,No,Lucknow,UPI,Desserts,210,Mild,3.5,Desserts,215
O030724,U01104,Dinner,Tuesday,Weekday,No,Delhi,Credit Card,North Indian,180,Mild,4,North Indian,270
O030725,U00392,Dinner,Friday,Weekday,Yes,Pune,Cash on Delivery,Beverages,170,Mild,4.3,Beverages,210
O030726,U04295,Dinner,Monday,Weekday,No,Hyderabad,UPI,American,165,Medium,4.2,American,210
O030727,U04387,Lunch,Monday,Weekday,No,Kolkata,UPI,Indian,200,Medium,4.2,Indian,175
O030728,U00756,Dinner,Sunday,Weekend,Yes,Chennai,UPI,Bengali,235,Medium,3.9,Bengali,380
O030729,U00725,Breakfast,Wednesday,Weekday,No,Hyderabad,UPI,North Indian,165,Medium,4.7,North Indian,120
O030730,U01568,Dinner,Sunday,Weekend,No,Ahmedabad,Credit Card,Biryani,155,Medium,4.4,Biryani,210
O030731,U04857,Breakfast,Thursday,Weekday,Yes,Kolkata,Credit Card,North Indian,140,Medium,4.9,North Indian,115
O030732,U01962,Lunch,Thursday,Weekday,Yes,Pune,UPI,South Indian,165,Hot,4.3,South Indian,130
O030733,U01351,Lunch,Thursday,Weekday,Yes,Bengaluru,UPI,Italian,285,Medium,3.8,Italian,365
O030734,U02680,Lunch,Friday,Weekday,No,Lucknow,UPI,Chinese,200,Medium,4.6,Chinese,175
O030735,U04416,Lunch,Thursday,Weekday,No,Chennai,UPI,Cafe,195,Mild,4.3,Cafe,210
O030736,U00608,Dinner,Tuesday,Weekday,No,Ahmedabad,UPI,Bengali,310,Medium,4.5,Bengali,395
O030737,U04531,Dinner,Wednesday,Weekday,No,Bengaluru,Credit Card,Desserts,185,Mild,4.1,Desserts,220
O030738,U00558,Breakfast,Thursday,Weekday,No,Ahmedabad,Cash on Delivery,Chaat,90,Hot,4,Chaat,65
O030739,U00690,Lunch,Saturday,Weekend,Yes,Lucknow,Credit Card,Waffle,210,Mild,4.6,Waffle,225
O030740,U01433,Lunch,Saturday,Weekend,No,Mumbai,UPI,North Indian,190,Mild,4.2,North Indian,260
O030741,U02163,Lunch,Tuesday,Weekday,No,Mumbai,UPI,Punjabi,130,Hot,3.6,Punjabi,180
O030742,U03848,Dinner,Monday,Weekday,No,Ahmedabad,Wallet,Italian,185,Medium,4.3,Italian,185
O030743,U00647,Lunch,Sunday,Weekend,No,Kolkata,Wallet,South Indian,180,Medium,4.8,South Indian,170
O030744,U02867,Evening Snack,Saturday,Weekend,No,Kolkata,UPI,American,170,Medium,3.7,Kebabs,100
O030745,U01971,Dinner,Thursday,Weekday,Yes,Bengaluru,Cash on Delivery,Fast Food,115,Hot,3.1,Fast Food,145
O030746,U04347,Evening Snack,Sunday,Weekend,Yes,Kolkata,UPI,Cafe,225,Medium,4.3,Cafe,175
O030747,U04397,Dinner,Saturday,Weekend,Yes,Kolkata,UPI,Juices,135,Medium,4.6,Juices,205
O030748,U04394,Dinner,Monday,Weekday,No,Delhi,UPI,Steakhouse,355,Medium,3.5,Bengali,405
O030749,U00879,Dinner,Thursday,Weekday,No,Jaipur,Credit Card,Rajasthani,155,Medium,4.6,Rajasthani,175
O030750,U01060,Lunch,Friday,Weekday,Yes,Lucknow,Wallet,Biryani,215,Hot,5,Biryani,190
O030751,U04635,Dinner,Saturday,Weekend,Yes,Hyderabad,Cash on Delivery,Maharashtrian,140,Medium,3.7,Maharashtrian,175
O030752,U01816,Lunch,Thursday,Weekday,Yes,Chennai,Credit Card,Chinese,230,Medium,4.3,Chinese,240
O030753,U03773,Lunch,Monday,Weekday,No,Mumbai,Cash on Delivery,Snacks,115,Mild,4.7,Snacks,120
O030754,U00634,Dinner,Thursday,Weekday,Yes,Delhi,Credit Card,Indian,145,Medium,4.3,Indian,230
O030755,U00670,Dinner,Thursday,Weekday,No,Lucknow,UPI,Indian,185,Medium,3.4,Indian,210
O030756,U02144,Evening Snack,Friday,Weekday,Yes,Delhi,Wallet,European,120,Medium,4.3,European,100
O030757,U01208,Dinner,Monday,Weekday,No,Ahmedabad,UPI,Desserts,165,Mild,4.2,Desserts,210
O030758,U02026,Evening Snack,Tuesday,Weekday,No,Chennai,UPI,Indian,220,Medium,3.8,French,145
O030759,U03108,Evening Snack,Wednesday,Weekday,Yes,Ahmedabad,Cash on Delivery,Pastas,200,Hot,3.9,Pastas,125
O030760,U00616,Lunch,Friday,Weekday,Yes,Chennai,Cash on Delivery,Burgers,150,Medium,3.9,Burgers,140
O030761,U04461,Breakfast,Friday,Weekday,Yes,Bengaluru,UPI,North Indian,165,Mild,4.5,North Indian,115
O030762,U01994,Dinner,Saturday,Weekend,No,Delhi,Cash on Delivery,Desserts,165,Mild,4.2,Desserts,230
O030763,U02930,Breakfast,Wednesday,Weekday,No,Lucknow,UPI,Chettinad,190,Medium,3.8,Chettinad,145
O030764,U00235,Dinner,Friday,Weekday,Yes,Hyderabad,Credit Card,Japanese,375,Medium,3.3,Japanese,500
O030765,U03791,Evening Snack,Sunday,Weekend,Yes,Bengaluru,Cash on Delivery,Middle Eastern,300,Medium,4.1,Middle Eastern,240
O030766,U03815,Breakfast,Sunday,Weekend,Yes,Hyderabad,UPI,African,265,Hot,3.6,African,180
O030767,U04977,Dinner,Tuesday,Weekday,No,Kolkata,UPI,Continental,240,Hot,4.7,Continental,325
O030768,U03034,Lunch,Wednesday,Weekday,No,Delhi,UPI,South Indian,185,Mild,5,South Indian,200
O030769,U02403,Dinner,Saturday,Weekend,No,Mumbai,UPI,Italian,285,Hot,3,Italian,405
O030770,U02083,Lunch,Sunday,Weekend,No,Mumbai,UPI,Ice Cream Cakes,255,Medium,4.9,Ice Cream Cakes,335
O030771,U00956,Lunch,Tuesday,Weekday,Yes,Chennai,Cash on Delivery,Maharashtrian,165,Medium,4.3,Maharashtrian,195
O030772,U04673,Lunch,Wednesday,Weekday,No,Mumbai,UPI,Fast Food,85,Mild,3.3,Fast Food,85
O030773,U02424,Dinner,Saturday,Weekend,No,Delhi,Cash on Delivery,Italian,255,Medium,3.7,Chinese,360
O030774,U03541,Dinner,Thursday,Weekday,No,Bengaluru,UPI,Indian,170,Mild,4.3,Indian,205
O030775,U01719,Evening Snack,Friday,Weekday,No,Jaipur,UPI,Nepalese,215,Medium,4,Nepalese,140
O030776,U02105,Breakfast,Sunday,Weekend,No,Hyderabad,UPI,Pizzas,195,Medium,4.2,Pizzas,150
O030777,U04221,Dinner,Monday,Weekday,Yes,Bengaluru,Credit Card,Steakhouse,295,Mild,4.2,Steakhouse,345
O030778,U04101,Evening Snack,Saturday,Weekend,Yes,Bengaluru,Credit Card,Andhra,200,Hot,4.2,Andhra,150
O030779,U04305,Lunch,Saturday,Weekend,No,Hyderabad,UPI,Mangalorean,210,Medium,3.5,Mangalorean,245
O030780,U03893,Dinner,Sunday,Weekend,Yes,Mumbai,UPI,Hyderabadi,220,Medium,3.7,Hyderabadi,285
O030781,U01554,Dinner,Wednesday,Weekday,No,Delhi,UPI,Lucknowi,175,Medium,4.5,Lucknowi,210
O030782,U03269,Lunch,Sunday,Weekend,No,Jaipur,UPI,North Indian,220,Medium,3.9,North Indian,165
O030783,U01064,Dinner,Saturday,Weekend,Yes,Delhi,Cash on Delivery,Snacks,145,Mild,4.6,Snacks,225
O030784,U04417,Breakfast,Thursday,Weekday,No,Kolkata,UPI,Punjabi,230,Medium,3.7,Punjabi,145
O030785,U00569,Dinner,Thursday,Weekday,No,Jaipur,UPI,Pizzas,215,Mild,3.9,Pizzas,200
O030786,U01430,Lunch,Saturday,Weekend,No,Lucknow,Cash on Delivery,Lebanese,165,Medium,4.9,Lebanese,135
O030787,U04015,Breakfast,Wednesday,Weekday,Yes,Hyderabad,UPI,Chinese,205,Medium,4.8,Chinese,170
O030788,U02740,Evening Snack,Tuesday,Weekday,No,Lucknow,Credit Card,Italian,210,Mild,4.8,Italian,135
O030789,U02817,Lunch,Thursday,Weekday,No,Kolkata,Cash on Delivery,Burgers,145,Medium,3.9,Burgers,130
O030790,U04820,Evening Snack,Saturday,Weekend,No,Lucknow,Wallet,Beverages,145,Mild,3.7,Beverages,80
O030791,U02561,Dinner,Saturday,Weekend,No,Bengaluru,UPI,Bakery,175,Mild,4.3,Bakery,220
O030792,U04171,Dinner,Saturday,Weekend,No,Bengaluru,UPI,Sweets,145,Medium,3.3,Sweets,235
O030793,U04404,Lunch,Saturday,Weekend,Yes,Delhi,Cash on Delivery,North Indian,215,Medium,4.6,North Indian,275
O030794,U00087,Lunch,Saturday,Weekend,No,Kolkata,UPI,Biryani,150,Medium,5,Biryani,140
O030795,U00688,Dinner,Sunday,Weekend,No,Ahmedabad,UPI,Ice Cream Cakes,250,Mild,4.3,Ice Cream Cakes,340
O030796,U00871,Breakfast,Sunday,Weekend,No,Bengaluru,Cash on Delivery,Beverages,150,Medium,4.3,Beverages,110
O030797,U04567,Dinner,Saturday,Weekend,No,Kolkata,UPI,Indian,235,Hot,4.4,Indian,355
O030798,U04244,Lunch,Tuesday,Weekday,Yes,Delhi,UPI,Continental,210,Medium,4.7,Continental,245
O030799,U04184,Dinner,Thursday,Weekday,No,Delhi,UPI,Asian,220,Mild,4.4,Asian,295
O030800,U04747,Lunch,Friday,Weekday,Yes,Kolkata,Cash on Delivery,Jain,225,Medium,4.7,Jain,205
O030801,U02338,Dinner,Friday,Weekday,No,Ahmedabad,Credit Card,Beverages,150,Medium,4.3,Beverages,175
O030802,U00205,Lunch,Tuesday,Weekday,Yes,Hyderabad,Cash on Delivery,Pizzas,225,Medium,3.7,Pizzas,245
O030803,U04034,Evening Snack,Saturday,Weekend,Yes,Delhi,Cash on Delivery,North Indian,205,Medium,4.2,North Indian,165
O030804,U00901,Dinner,Tuesday,Weekday,No,Bengaluru,UPI,Home Food,220,Medium,3.9,Home Food,270
O030805,U00514,Evening Snack,Tuesday,Weekday,Yes,Delhi,Credit Card,Tandoor,220,Medium,4.6,Tandoor,200
O030806,U00757,Lunch,Saturday,Weekend,No,Kolkata,UPI,Pizzas,205,Medium,3.5,Sweets,205
O030807,U02992,Lunch,Wednesday,Weekday,Yes,Pune,Credit Card,Lucknowi,175,Mild,4,Lucknowi,195
O030808,U02358,Breakfast,Saturday,Weekend,No,Ahmedabad,Cash on Delivery,Italian-American,180,Medium,4.8,Italian-American,125
O030809,U04592,Lunch,Friday,Weekday,Yes,Pune,UPI,Thalis,155,Medium,5,Thalis,175
O030810,U02177,Lunch,Saturday,Weekend,Yes,Kolkata,Cash on Delivery,Paan,125,Mild,4.4,Paan,130
O030811,U00106,Evening Snack,Tuesday,Weekday,No,Chennai,Cash on Delivery,Mediterranean,280,Hot,4.4,Mediterranean,220
O030812,U01922,Dinner,Friday,Weekday,Yes,Pune,UPI,Indian,235,Mild,4.3,Indian,260
O030813,U01533,Lunch,Monday,Weekday,No,Mumbai,Cash on Delivery,Biryani,260,Hot,4,Biryani,270
O030814,U00260,Breakfast,Tuesday,Weekday,No,Lucknow,UPI,Burgers,170,Hot,4,Burgers,120
O030815,U03798,Breakfast,Monday,Weekday,Yes,Ahmedabad,UPI,Tex-Mex,145,Medium,4.6,Tex-Mex,85
O030816,U01164,Evening Snack,Tuesday,Weekday,No,Delhi,Wallet,Chinese,205,Hot,4.5,Chinese,110
O030817,U03657,Dinner,Tuesday,Weekday,Yes,Kolkata,UPI,Kebabs,175,Medium,4.4,Kebabs,195
O030818,U03746,Lunch,Monday,Weekday,Yes,Chennai,UPI,Japanese,365,Mild,4.6,Japanese,340
O030819,U00685,Evening Snack,Monday,Weekday,Yes,Hyderabad,UPI,Andhra,200,Mild,4.6,Andhra,135
O030820,U02889,Lunch,Friday,Weekday,No,Jaipur,Credit Card,Indian,170,Hot,4.6,Indian,180
O030821,U04802,Lunch,Friday,Weekday,Yes,Pune,UPI,Gujarati,100,Hot,4.8,Gujarati,100
O030822,U03991,Breakfast,Sunday,Weekend,Yes,Bengaluru,UPI,Kebabs,200,Medium,4.7,Kebabs,125
O030823,U03458,Dinner,Sunday,Weekend,No,Ahmedabad,UPI,Pizzas,200,Hot,4.4,Pizzas,210
O030824,U02234,Evening Snack,Tuesday,Weekday,No,Delhi,Credit Card,European,170,Mild,3.9,European,140
O030825,U02723,Dinner,Saturday,Weekend,No,Mumbai,Credit Card,Asian,205,Mild,4.2,Asian,310
O030826,U01902,Lunch,Friday,Weekday,No,Pune,Credit Card,Mughlai,265,Medium,4,Mughlai,245
O030827,U02338,Dinner,Sunday,Weekend,No,Ahmedabad,UPI,Beverages,150,Medium,4.3,Beverages,185
O030828,U02435,Dinner,Wednesday,Weekday,Yes,Hyderabad,UPI,Continental,240,Hot,5,Continental,230
O030829,U01528,Lunch,Monday,Weekday,No,Ahmedabad,Cash on Delivery,Snacks,115,Medium,4,Snacks,115
O030830,U04364,Lunch,Thursday,Weekday,No,Delhi,UPI,Chinese,215,Mild,4.9,Chinese,255
O030831,U02708,Breakfast,Wednesday,Weekday,Yes,Ahmedabad,Credit Card,Snacks,135,Hot,4.1,Snacks,100
O030832,U01933,Dinner,Tuesday,Weekday,No,Mumbai,UPI,Chettinad,170,Hot,4.1,Chettinad,220
O030833,U02794,Breakfast,Friday,Weekday,No,Delhi,Cash on Delivery,Street Food,90,Medium,4.3,Street Food,65
O030834,U03071,Dinner,Tuesday,Weekday,No,Bengaluru,UPI,Keto,245,Hot,3.7,Keto,315
O030835,U03859,Dinner,Tuesday,Weekday,Yes,Jaipur,UPI,Barbecue,280,Hot,4.9,Barbecue,320
O030836,U01630,Dinner,Wednesday,Weekday,Yes,Lucknow,Cash on Delivery,Beverages,185,Mild,4.7,Beverages,235
O030837,U02518,Breakfast,Friday,Weekday,Yes,Ahmedabad,UPI,North Indian,190,Mild,4.6,North Indian,160
O030838,U03331,Lunch,Wednesday,Weekday,No,Bengaluru,Credit Card,Chinese,195,Medium,3.6,Chinese,175
O030839,U00050,Lunch,Thursday,Weekday,No,Lucknow,Credit Card,Turkish,240,Medium,4.1,Turkish,215
O030840,U01592,Dinner,Wednesday,Weekday,Yes,Pune,UPI,Middle Eastern,240,Hot,4.6,Middle Eastern,280
O030841,U01005,Lunch,Friday,Weekday,No,Hyderabad,Cash on Delivery,Chinese,150,Medium,3.6,Chinese,165
O030842,U02073,Evening Snack,Tuesday,Weekday,No,Mumbai,UPI,Italian,185,Medium,4.5,Italian,165
O030843,U02664,Dinner,Saturday,Weekend,No,Delhi,Cash on Delivery,Paan,100,Mild,4.2,Paan,140
O030844,U03910,Dinner,Saturday,Weekend,No,Lucknow,UPI,Waffle,120,Mild,4.2,Waffle,175
O030845,U04134,Lunch,Wednesday,Weekday,Yes,Delhi,Credit Card,Chinese,185,Mild,4.7,Chinese,200
O030846,U00462,Dinner,Wednesday,Weekday,Yes,Pune,Credit Card,Ice Cream Cakes,210,Medium,4,Ice Cream Cakes,220
O030847,U01106,Dinner,Tuesday,Weekday,No,Chennai,UPI,Snacks,130,Mild,4.5,Snacks,175
O030848,U01315,Dinner,Saturday,Weekend,No,Hyderabad,UPI,Andhra,245,Medium,3.9,Andhra,340
O030849,U00162,Dinner,Friday,Weekday,No,Pune,UPI,Pizzas,175,Mild,4.2,Pizzas,225
O030850,U01959,Lunch,Saturday,Weekend,Yes,Jaipur,Credit Card,Desserts,150,Medium,4.3,Desserts,135
O030851,U00659,Lunch,Tuesday,Weekday,Yes,Jaipur,Wallet,American,240,Medium,5,American,170
O030852,U03869,Dinner,Friday,Weekday,No,Jaipur,UPI,Healthy Food,210,Medium,4.9,Healthy Food,230
O030853,U03814,Breakfast,Wednesday,Weekday,Yes,Delhi,Cash on Delivery,Gujarati,160,Medium,4.7,Gujarati,95
O030854,U04224,Lunch,Tuesday,Weekday,No,Delhi,Credit Card,Bengali,285,Medium,4.5,Bengali,300
O030855,U04496,Dinner,Sunday,Weekend,No,Chennai,UPI,Chinese,210,Hot,4.4,Chinese,290
O030856,U00403,Dinner,Thursday,Weekday,Yes,Mumbai,Credit Card,Ice Cream Cakes,175,Mild,5,Ice Cream Cakes,230
O030857,U00172,Dinner,Wednesday,Weekday,Yes,Pune,Credit Card,Italian,255,Mild,4.1,Italian,430
O030858,U00878,Lunch,Monday,Weekday,No,Ahmedabad,Cash on Delivery,Nepalese,140,Mild,3.8,Nepalese,135
O030859,U04080,Dinner,Tuesday,Weekday,Yes,Lucknow,Credit Card,Indian,185,Mild,4.4,Indian,225
O030860,U00286,Evening Snack,Wednesday,Weekday,No,Chennai,Cash on Delivery,Burgers,225,Medium,3.7,Beverages,180
O030861,U03188,Breakfast,Friday,Weekday,No,Ahmedabad,Credit Card,Salads,225,Medium,4.7,Salads,160
O030862,U02245,Evening Snack,Monday,Weekday,No,Hyderabad,Cash on Delivery,North Indian,190,Medium,3.8,Japanese,130
O030863,U04937,Evening Snack,Saturday,Weekend,No,Kolkata,Wallet,Desserts,90,Mild,4.6,Desserts,60
O030864,U02888,Evening Snack,Sunday,Weekend,No,Ahmedabad,UPI,Seafood,215,Mild,4.3,Seafood,160
O030865,U01255,Dinner,Friday,Weekday,No,Hyderabad,Wallet,Biryani,215,Hot,4.7,Biryani,280
O030866,U04788,Breakfast,Friday,Weekday,No,Ahmedabad,UPI,Rajasthani,175,Hot,4.4,Rajasthani,155
O030867,U03074,Evening Snack,Monday,Weekday,No,Delhi,UPI,Snacks,130,Medium,4,Snacks,105
O030868,U04166,Lunch,Friday,Weekday,Yes,Chennai,UPI,Healthy Food,235,Hot,3.7,Healthy Food,225
O030869,U01372,Evening Snack,Friday,Weekday,Yes,Pune,UPI,Indian,250,Medium,4.4,Indian,185
O030870,U00957,Lunch,Monday,Weekday,No,Kolkata,Cash on Delivery,Chinese,195,Medium,3.8,Chinese,190
O030871,U00302,Evening Snack,Saturday,Weekend,Yes,Pune,UPI,Chettinad,160,Hot,2.6,Gujarati,90
O030872,U04432,Dinner,Monday,Weekday,No,Pune,UPI,Snacks,105,Medium,3.8,Snacks,140
O030873,U01596,Evening Snack,Wednesday,Weekday,Yes,Chennai,Credit Card,Biryani,245,Medium,4.3,Biryani,140
